Unnamed: 0,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product Name,Sales,Units,Gross Profit,Cost,Factory,Latitude,Longitude,Product ID,Factory ID
40,2021-06-22,2026-12-18,Standard Class,154963,United States,Chester,Pennsylvania,19013,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,WBMC,WC
41,2021-12-01,2027-05-26,First Class,143210,United States,Lowell,Massachusetts,01852,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,WBFM,LON
42,2021-12-01,2027-05-26,First Class,143210,United States,Lowell,Massachusetts,01852,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,WBMC,WC
43,2021-12-01,2027-05-26,First Class,143210,United States,Lowell,Massachusetts,01852,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,WBFM,LON
44,2022-11-17,2028-05-16,Standard Class,110863,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,32.881893,-111.768036,WBFM,LON
45,2022-11-17,2028-05-16,Standard Class,110863,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036,WBFM,LON
46,2022-11-17,2028-05-16,Standard Class,110863,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,32.881893,-111.768036,WBFM,LON
47,2023-07-04,2028-12-26,First Class,147137,United States,San Francisco,California,94109,Chocolate,Pacific,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,32.881893,-111.768036,WBFM,LON
48,2023-07-04,2028-12-26,First Class,147137,United States,San Francisco,California,94109,Chocolate,Pacific,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,Wicked Choccy's,32.076176,-81.088371,WBMC,WC
49,2023-07-04,2028-12-26,First Class,147137,United States,San Francisco,California,94109,Chocolate,Pacific,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,WBFM,LON
50,2023-07-04,2028-12-26,First Class,147137,United States,San Francisco,California,94109,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,Lot's O' Nuts,32.881893,-111.768036,WBNS,LON
51,2023-09-04,2029-02-28,Standard Class,131205,United States,Georgetown,Kentucky,40324,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,WBTC,WC
52,2023-09-04,2029-02-28,Standard Class,131205,United States,Georgetown,Kentucky,40324,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,32.881893,-111.768036,WBSL,LON
53,2023-09-04,2029-02-28,Standard Class,131205,United States,Georgetown,Kentucky,40324,Chocolate,Gulf,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,Wicked Choccy's,32.076176,-81.088371,WBMC,WC
54,2023-09-04,2029-02-28,Standard Class,131205,United States,Georgetown,Kentucky,40324,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy's,32.076176,-81.088371,WBTC,WC
55,2024-11-05,2030-05-02,Standard Class,157196,United States,San Diego,California,92105,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,32.881893,-111.768036,WBNS,LON
56,2021-02-18,2026-08-17,Standard Class,152905,United States,Arlington,Texas,76017,Chocolate,Interior,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,WBFM,LON
57,2021-03-07,2026-08-29,First Class,156587,United States,Seattle,Washington,98103,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,Lot's O' Nuts,32.881893,-111.768036,WBNS,LON
58,2021-03-07,2026-08-29,First Class,156587,United States,Seattle,Washington,98103,Chocolate,Pacific,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036,WBFM,LON
59,2021-03-07,2026-08-29,First Class,156587,United States,Seattle,Washington,98103,Chocolate,Pacific,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036,WBFM,LON
60,2023-11-10,2029-05-04,First Class,140935,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,32.076176,-81.088371,WBMC,WC
61,2023-11-10,2029-05-04,First Class,140935,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,32.881893,-111.768036,WBNS,LON
62,2022-09-18,2028-03-16,Standard Class,150511,United States,Des Moines,Washington,98198,Chocolate,Pacific,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,32.076176,-81.088371,WBMC,WC
63,2023-03-13,2028-09-07,Standard Class,108637,United States,Waynesboro,Virginia,22980,Chocolate,Gulf,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,32.076176,-81.088371,WBMC,WC
64,2023-03-13,2028-09-07,Standard Class,108637,United States,Waynesboro,Virginia,22980,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,WBTC,WC
65,2023-03-13,2028-09-07,Standard Class,108637,United States,Waynesboro,Virginia,22980,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,32.881893,-111.768036,WBSL,LON
66,2023-08-29,2029-02-23,Standard Class,161207,United States,Concord,New Hampshire,03301,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036,WBNS,LON
67,2023-09-01,2029-02-23,First Class,129714,United States,New York City,New York,10009,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,32.881893,-111.768036,WBSL,LON
68,2023-09-01,2029-02-23,First Class,129714,United States,New York City,New York,10009,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,32.881893,-111.768036,WBFM,LON
69,2023-09-01,2029-02-23,First Class,129714,United States,New York City,New York,10009,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,32.881893,-111.768036,WBNS,LON
70,2023-09-01,2029-02-23,First Class,129714,United States,New York City,New York,10009,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,Lot's O' Nuts,32.881893,-111.768036,WBNS,LON
71,2023-09-01,2029-02-23,First Class,129714,United States,New York City,New York,10009,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,Wicked Choccy's,32.076176,-81.088371,WBTC,WC
72,2024-05-07,2029-11-02,Standard Class,159688,United States,Los Angeles,California,90004,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,32.881893,-111.768036,WBSL,LON
73,2024-09-16,2030-03-14,Standard Class,134173,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,Lot's O' Nuts,32.881893,-111.768036,WBNS,LON
74,2024-11-05,2030-04-30,First Class,118213,United States,Greenwood,Indiana,46142,Other,Interior,Wonka Gum,3.75,3,1.95,1.8,Secret Factory,41.446333,-90.565487,WG,SF
75,2024-11-05,2030-04-30,First Class,118213,United States,Greenwood,Indiana,46142,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,Wicked Choccy's,32.076176,-81.088371,WBTC,WC
76,2024-11-05,2030-04-30,First Class,118213,United States,Greenwood,Indiana,46142,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,37.5,10,24.5,13.0,Wicked Choccy's,32.076176,-81.088371,WBTC,WC
77,2024-11-06,2030-05-06,Standard Class,107174,United States,Seattle,Washington,98105,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,WBTC,WC
78,2024-11-06,2030-05-06,Standard Class,107174,United States,Seattle,Washington,98105,Chocolate,Pacific,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,Lot's O' Nuts,32.881893,-111.768036,WBFM,LON
79,2024-11-06,2030-05-06,Standard Class,107174,United States,Seattle,Washington,98105,Chocolate,Pacific,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,WBMC,WC
80,2021-12-20,2027-06-15,First Class,103100,United States,Indianapolis,Indiana,46203,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036,WBNS,LON
81,2021-12-20,2027-06-15,First Class,103100,United States,Indianapolis,Indiana,46203,Chocolate,Interior,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,Lot's O' Nuts,32.881893,-111.768036,WBFM,LON
82,2022-11-07,2028-05-04,Standard Class,163181,United States,Houston,Texas,77041,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,32.881893,-111.768036,WBSL,LON
83,2022-11-07,2028-05-04,Standard Class,163181,United States,Houston,Texas,77041,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,32.881893,-111.768036,WBSL,LON
84,2022-11-07,2028-05-04,Standard Class,163181,United States,Houston,Texas,77041,Chocolate,Interior,Wonka Bar - Milk Chocolate,32.5,10,21.1,11.4,Wicked Choccy's,32.076176,-81.088371,WBMC,WC
85,2022-11-07,2028-05-04,Standard Class,163181,United States,Houston,Texas,77041,Chocolate,Interior,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,32.076176,-81.088371,WBMC,WC
86,2022-11-07,2028-05-04,Standard Class,163181,United States,Houston,Texas,77041,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,WBTC,WC
87,2022-11-07,2028-05-04,Standard Class,163181,United States,Houston,Texas,77041,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036,WBNS,LON
88,2023-02-02,2028-07-30,Standard Class,147431,United States,New York City,New York,10011,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,WBTC,WC
89,2023-09-25,2029-03-22,Standard Class,122245,United States,Phoenix,Arizona,85023,Chocolate,Pacific,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036,WBFM,LON
90,2023-12-17,2029-06-12,Standard Class,117121,United States,Detroit,Michigan,48205,Chocolate,Interior,Wonka Bar - Fudge Mallows,46.8,13,31.2,15.6,Lot's O' Nuts,32.881893,-111.768036,WBFM,LON
91,2024-05-18,2029-11-10,First Class,121643,United States,Portland,Oregon,97206,Chocolate,Pacific,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,WBFM,LON
92,2024-06-05,2029-11-27,First Class,126788,United States,Pearland,Texas,77581,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,32.881893,-111.768036,WBSL,LON
93,2024-08-03,2030-01-28,Standard Class,140781,United States,Bloomington,Illinois,61701,Chocolate,Interior,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,WBMC,WC
94,2024-09-19,2030-03-18,Standard Class,153822,United States,Phoenix,Arizona,85023,Chocolate,Pacific,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,32.076176,-81.088371,WBMC,WC
95,2024-09-19,2030-03-18,Standard Class,153822,United States,Phoenix,Arizona,85023,Chocolate,Pacific,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,WBFM,LON
96,2024-09-19,2030-03-18,Standard Class,153822,United States,Phoenix,Arizona,85023,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,32.881893,-111.768036,WBNS,LON
97,2024-09-19,2030-03-18,Standard Class,153822,United States,Phoenix,Arizona,85023,Chocolate,Pacific,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,32.076176,-81.088371,WBMC,WC
98,2024-11-19,2030-05-16,Standard Class,101042,United States,Henderson,Kentucky,42420,Chocolate,Gulf,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,Wicked Choccy's,32.076176,-81.088371,WBMC,WC
99,2024-11-19,2030-05-16,Standard Class,101042,United States,Henderson,Kentucky,42420,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,WBTC,WC
100,2021-03-05,2026-08-29,Second Class,169061,United States,Yonkers,New York,10701,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,WBTC,WC
101,2021-03-05,2026-08-29,Second Class,169061,United States,Yonkers,New York,10701,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,Lot's O' Nuts,32.881893,-111.768036,WBNS,LON
102,2021-03-05,2026-08-29,Second Class,169061,United States,Yonkers,New York,10701,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,WBTC,WC
103,2021-03-05,2026-08-29,Second Class,169061,United States,Yonkers,New York,10701,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,32.881893,-111.768036,WBNS,LON
104,2021-03-05,2026-08-29,Second Class,169061,United States,Yonkers,New York,10701,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,WBTC,WC
105,2022-09-10,2028-03-07,Standard Class,168186,United States,Tulsa,Oklahoma,74133,Chocolate,Interior,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036,WBFM,LON
106,2023-01-31,2028-07-25,Second Class,147970,United States,Dallas,Texas,75220,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,WBTC,WC
107,2024-09-04,2030-03-01,Standard Class,120761,United States,Long Beach,New York,11561,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,32.881893,-111.768036,WBFM,LON
108,2024-11-19,2030-05-14,Second Class,158876,United States,Carrollton,Texas,75007,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,32.881893,-111.768036,WBNS,LON
109,2024-11-19,2030-05-14,Second Class,158876,United States,Carrollton,Texas,75007,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,32.881893,-111.768036,WBSL,LON
110,2024-11-19,2030-05-14,Second Class,158876,United States,Carrollton,Texas,75007,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,32.881893,-111.768036,WBSL,LON
111,2024-11-19,2030-05-14,Second Class,158876,United States,Carrollton,Texas,75007,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,32.881893,-111.768036,WBSL,LON
112,2021-11-16,2027-05-13,Standard Class,139500,United States,Decatur,Illinois,62521,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,32.881893,-111.768036,WBSL,LON
113,2021-12-20,2027-06-14,Second Class,126634,Canada,Vancouver,British Columbia,V5K,Chocolate,Pacific,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,32.881893,-111.768036,WBFM,LON
114,2022-03-28,2027-09-23,Standard Class,131534,United States,Los Angeles,California,90036,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,32.881893,-111.768036,WBSL,LON
115,2022-03-28,2027-09-23,Standard Class,131534,United States,Los Angeles,California,90036,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,Wicked Choccy's,32.076176,-81.088371,WBTC,WC
116,2022-05-10,2027-11-05,Standard Class,144043,United States,Louisville,Colorado,80027,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy's,32.076176,-81.088371,WBTC,WC
117,2022-06-25,2027-12-22,Standard Class,115945,United States,Los Angeles,California,90045,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,32.881893,-111.768036,WBSL,LON
118,2022-06-25,2027-12-22,Standard Class,115945,United States,Los Angeles,California,90045,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,WBTC,WC
119,2022-06-25,2027-12-22,Standard Class,115945,United States,Los Angeles,California,90045,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,WBTC,WC
